Variable Name,Variable Description Old,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Variable Description New,Full Name,Year,Demo File Name
URXTCV,N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),URXTCV: N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXTCV,N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),UVOC_I,Volatile Organic Compound (VOC) Metabolites - Urine,2015,2016,Laboratory,None,N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),URXTCV: N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URX1DC,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)","URX1DC: N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",2015-2016,DEMO_I
URX1DC,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,"N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)","URX1DC: N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)",2015-2016,DEMO_I
URX2DC,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)",UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)","URX2DC: N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)",2015-2016,DEMO_I
URX2DC,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)",UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,"N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)","URX2DC: N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)",2015-2016,DEMO_I
URX2MH,2-methylhippuric acid (ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,2-methylhippuric acid (ng/mL),URX2MH: 2-methylhippuric acid (ng/mL),2015-2016,DEMO_I
URX34M,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),URX34M: 3-methylhippuric acid & 4-methylhippuric acid(ng/mL),2015-2016,DEMO_I
URXAAM,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),URXAAM: N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXAMC,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),URXAMC: N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXATC,2-aminothiazoline-4-carboxylic acid(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,2-aminothiazoline-4-carboxylic acid(ng/mL),URXATC: 2-aminothiazoline-4-carboxylic acid(ng/mL),2015-2016,DEMO_I
URXBMA,N-acetyl-S-(benzyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(benzyl)-L-cysteine(ng/mL),URXBMA: N-acetyl-S-(benzyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXBPM,N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),URXBPM: N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXCEM,N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL),URXCEM: N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXCYHA,N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL),URXCYHA: N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL),2015-2016,DEMO_I
URXCYM,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),URXCYM: N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXDHB,"N-acetyl-S- (3,4-dihidroxybutyl)-L-cysteine(ng/mL)",UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,"N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine(ng/mL)","URXDHB: N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine(ng/mL)",2015-2016,DEMO_I
URXDPM,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),URXDPM: N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXDPM,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),URXDPM: N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXGAM,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),URXGAM: N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXHEM,N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL),URXHEM: N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXHP2,N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL),URXHP2: N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXHPM,N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL),URXHPM: N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXIPM1,N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),URXIPM1: N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXIPM1,N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),URXIPM1: N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXIPM3,N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL),URXIPM3: N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXMAD,Mandelic acid(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,Mandelic acid(ng/mL),URXMAD: Mandelic acid(ng/mL),2015-2016,DEMO_I
URXMB1,N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(1-hydroxymethyl)-2-propenyl)-L-cysteine(ng/mL),URXMB1: N-acetyl-S-(1-hydroxymethyl)-2-propenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXMB1,N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine(ng/mL),URXMB1: N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXMB2,N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),URXMB2: N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXMB2,N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL),URXMB2: N-acetyl-S- (2-hydroxy-3-butenyl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXMB3,N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL),URXMB3: N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL),2015-2016,DEMO_I
URXPHE,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),URXPHE: N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXPHG,Phenylglyoxylic acid(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,Phenylglyoxylic acid(ng/mL),URXPHG: Phenylglyoxylic acid(ng/mL),2015-2016,DEMO_I
URXPMA,N-acetyl-S-(phenyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(phenyl)-L-cysteine(ng/mL),URXPMA: N-acetyl-S-(phenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXPMA,N-acetyl-S-(phenyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(phenyl)-L-cysteine(ng/mL),URXPMA: N-acetyl-S-(phenyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXPMM,N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),URXPMM: N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXTCV,N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),URXTCV: N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
URXTCV,N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),UVOCS_I,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,2015,2016,Laboratory,None,N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),URXTCV: N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL),2015-2016,DEMO_I
LBXBFOA,Branch perfluorooctanoic acid isomers (Sb-PFOA) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,Branch perfluorooctanoic acid isomers (Sb-PFOA) (ng/mL),LBXBFOA: Branch perfluorooctanoic acid isomers (Sb-PFOA) (ng/mL),2015-2016,DEMO_I
LBXMFOS,Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) (ng/mL),LBXMFOS: Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) (ng/mL),2015-2016,DEMO_I
LBXMPAH,2-(N-methylperfluoroctanesulfonamido)acetic acid (Me-PFOSA-AcOH) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,2-(N-methylperfluoroctanesulfonamido)acetic acid (Me-PFOSA-AcOH) (ng/mL),LBXMPAH: 2-(N-methylperfluoroctanesulfonamido)acetic acid (Me-PFOSA-AcOH) (ng/mL),2015-2016,DEMO_I
LBXNFOA,n-perfluorooctanoic acid (n-PFOA) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,n-perfluorooctanoic acid (n-PFOA) (ng/mL),LBXNFOA: n-perfluorooctanoic acid (n-PFOA) (ng/mL),2015-2016,DEMO_I
LBXNFOS,n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL),LBXNFOS: n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL),2015-2016,DEMO_I
LBXPFDE,Perfluorodecanoic acid (PFDeA) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,Perfluorodecanoic acid (PFDeA) (ng/mL),LBXPFDE: Perfluorodecanoic acid (PFDeA) (ng/mL),2015-2016,DEMO_I
LBXPFDO,Perfluorododecanoic acid (PFDoA) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,Perfluorododecanoic acid (PFDoA) (ng/mL),LBXPFDO: Perfluorododecanoic acid (PFDoA) (ng/mL),2015-2016,DEMO_I
LBXPFHS,Perfluorohexane sulfonic acid (PFHxS) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,Perfluorohexane sulfonic acid (PFHxS) (ng/mL),LBXPFHS: Perfluorohexane sulfonic acid (PFHxS) (ng/mL),2015-2016,DEMO_I
LBXPFNA,Perfluorononanoic acid (PFNA) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,Perfluorononanoic acid (PFNA) (ng/mL),LBXPFNA: Perfluorononanoic acid (PFNA) (ng/mL),2015-2016,DEMO_I
LBXPFUA,Perfluoroundecanoic acid (PFUA) (ng/mL),PFAS_I,Perfluoroalkyl and Polyfluoroalkyl,2015,2016,Laboratory,None,Perfluoroundecanoic acid (PFUA) (ng/mL),LBXPFUA: Perfluoroundecanoic acid (PFUA) (ng/mL),2015-2016,DEMO_I
LBXTR,Triglyceride (mg/dL),TRIGLY_I,Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides,2015,2016,Laboratory,None,Triglyceride (mg/dL),LBXTR: Triglyceride (mg/dL),2015-2016,DEMO_I
LBXEST,Estradiol (pg/mL),TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,Estradiol (pg/mL),LBXEST: Estradiol (pg/mL),2015-2016,DEMO_I
LBXSHBG,"Sex Hormone Binding Globulin (SHBG, nmol/L)",TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,"Sex Hormone Binding Globulin (SHBG, nmol/L)","LBXSHBG: Sex Hormone Binding Globulin (SHBG, nmol/L)",2015-2016,DEMO_I
LBXTST,"Testosterone, total (ng/dL)",TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,"Testosterone, total (ng/dL)","LBXTST: Testosterone, total (ng/dL)",2015-2016,DEMO_I
LBX10AL,Decanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Decanaldehyde (ng/mL),LBX10AL: Decanaldehyde (ng/mL),2013-2014,DEMO_H
LBX10AL,Decanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Decanaldehyde (ng/mL),LBX10AL: Decanaldehyde (ng/mL),2013-2014,DEMO_H
LBX3AL,Propanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Propanaldehyde (ng/mL),LBX3AL: Propanaldehyde (ng/mL),2013-2014,DEMO_H
LBX3AL,Propanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Propanaldehyde (ng/mL),LBX3AL: Propanaldehyde (ng/mL),2013-2014,DEMO_H
LBX4AL,Butyraldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Butyraldehyde (ng/mL),LBX4AL: Butyraldehyde (ng/mL),2013-2014,DEMO_H
LBX4AL,Butyraldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Butyraldehyde (ng/mL),LBX4AL: Butyraldehyde (ng/mL),2013-2014,DEMO_H
LBX5AL,Pentanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Pentanaldehyde (ng/mL),LBX5AL: Pentanaldehyde (ng/mL),2013-2014,DEMO_H
LBX5AL,Pentanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Pentanaldehyde (ng/mL),LBX5AL: Pentanaldehyde (ng/mL),2013-2014,DEMO_H
LBX6AL,Hexanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Hexanaldehyde (ng/mL),LBX6AL: Hexanaldehyde (ng/mL),2013-2014,DEMO_H
LBX6AL,Hexanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Hexanaldehyde (ng/mL),LBX6AL: Hexanaldehyde (ng/mL),2013-2014,DEMO_H
LBX7AL,Heptanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Heptanaldehyde (ng/mL),LBX7AL: Heptanaldehyde (ng/mL),2013-2014,DEMO_H
LBX7AL,Heptanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Heptanaldehyde (ng/mL),LBX7AL: Heptanaldehyde (ng/mL),2013-2014,DEMO_H
LBX8AL,Octanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Octanaldehyde (ng/mL),LBX8AL: Octanaldehyde (ng/mL),2013-2014,DEMO_H
LBX8AL,Octanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Octanaldehyde (ng/mL),LBX8AL: Octanaldehyde (ng/mL),2013-2014,DEMO_H
LBX9AL,,ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,,LBX9AL: ,2013-2014,DEMO_H
LBX9AL,,ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,,LBX9AL: ,2013-2014,DEMO_H
LBXBZAL,Benzaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Benzaldehyde (ng/mL),LBXBZAL: Benzaldehyde (ng/mL),2013-2014,DEMO_H
LBXBZAL,Benzaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Benzaldehyde (ng/mL),LBXBZAL: Benzaldehyde (ng/mL),2013-2014,DEMO_H
LBXCRAL,Crotonaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Crotonaldehyde (ng/mL),LBXCRAL: Crotonaldehyde (ng/mL),2013-2014,DEMO_H
LBXCRAL,Crotonaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Crotonaldehyde (ng/mL),LBXCRAL: Crotonaldehyde (ng/mL),2013-2014,DEMO_H
LBXI5AL,Isopentanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Isopentanaldehyde (ng/mL),LBXI5AL: Isopentanaldehyde (ng/mL),2013-2014,DEMO_H
LBXI5AL,Isopentanaldehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,Isopentanaldehyde (ng/mL),LBXI5AL: Isopentanaldehyde (ng/mL),2013-2014,DEMO_H
LBXTLAL,o-Tolualdehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,o-Tolualdehyde (ng/mL),LBXTLAL: o-Tolualdehyde (ng/mL),2013-2014,DEMO_H
LBXTLAL,o-Tolualdehyde (ng/mL),ALD_H,Aldehydes - Serum,2013,2014,Laboratory,None,o-Tolualdehyde (ng/mL),LBXTLAL: o-Tolualdehyde (ng/mL),2013-2014,DEMO_H
LBX10AL,Decanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Decanaldehyde (ng/mL),LBX10AL: Decanaldehyde (ng/mL),2013-2014,DEMO_H
LBX10AL,Decanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Decanaldehyde (ng/mL),LBX10AL: Decanaldehyde (ng/mL),2013-2014,DEMO_H
LBX3AL,Propanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Propanaldehyde (ng/mL),LBX3AL: Propanaldehyde (ng/mL),2013-2014,DEMO_H
LBX3AL,Propanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Propanaldehyde (ng/mL),LBX3AL: Propanaldehyde (ng/mL),2013-2014,DEMO_H
LBX4AL,Butyraldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Butyraldehyde (ng/mL),LBX4AL: Butyraldehyde (ng/mL),2013-2014,DEMO_H
LBX4AL,Butyraldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Butyraldehyde (ng/mL),LBX4AL: Butyraldehyde (ng/mL),2013-2014,DEMO_H
LBX5AL,Pentanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Pentanaldehyde (ng/mL),LBX5AL: Pentanaldehyde (ng/mL),2013-2014,DEMO_H
LBX5AL,Pentanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Pentanaldehyde (ng/mL),LBX5AL: Pentanaldehyde (ng/mL),2013-2014,DEMO_H
LBX6AL,Hexanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Hexanaldehyde (ng/mL),LBX6AL: Hexanaldehyde (ng/mL),2013-2014,DEMO_H
LBX6AL,Hexanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Hexanaldehyde (ng/mL),LBX6AL: Hexanaldehyde (ng/mL),2013-2014,DEMO_H
LBX7AL,Heptanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Heptanaldehyde (ng/mL),LBX7AL: Heptanaldehyde (ng/mL),2013-2014,DEMO_H
LBX7AL,Heptanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Heptanaldehyde (ng/mL),LBX7AL: Heptanaldehyde (ng/mL),2013-2014,DEMO_H
LBX8AL,Octanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Octanaldehyde (ng/mL),LBX8AL: Octanaldehyde (ng/mL),2013-2014,DEMO_H
LBX8AL,Octanaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Octanaldehyde (ng/mL),LBX8AL: Octanaldehyde (ng/mL),2013-2014,DEMO_H
LBX9AL,,ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,,LBX9AL: ,2013-2014,DEMO_H
LBX9AL,,ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,,LBX9AL: ,2013-2014,DEMO_H
LBXBZAL,Benzaldehyde (ng/mL),ALDS_H,Aldehydes - Serum - Special Sample,2013,2014,Laboratory,None,Benzaldehyde (ng/mL),LBXBZAL: Benzaldehyde (ng/mL),2013-2014,DEMO_H
